code,name,gender,country_code,country,nationality_long,disciplines,events,birth_date,birth_country,hobbies,occupation,education,family,lang,coach
1535660,SIMWAKA Asimenye,Female,MAW,Malawi,Malawi,['Athletics'],"[""Women's 100m""]",1997-08-08,Malawi,,"Athlete, soldier",,The fourth of seven children,English,Personal: Pachisi Nyasulu
1535693,AL MARZOOQI Omar Abdul Aziz,Male,UAE,UA Emirates,United Arab Emirates,['Equestrian'],"['Jumping Individual', 'Jumping Team']",2003-03-28,,,,Studying Psychology and Philosophy at Sorbonne University in Abu Dhabi (UAE),"Father, Abdelaziz","Arabic, English","Abdelaziz Al Marzooqi (UAE), his father"
1535729,SERRANO Franco,Male,ARG,Argentina,Argentina,['Modern Pentathlon'],"[""Men's Individual""]",2000-11-22,Argentina,,Sports soldier in the Argentine Army,"Studies Business Administration at the University of Lujan (Lujan, ARG)",,Spanish,
1535766,KUMEL SAADI,Male,IRQ,Iraq,Iraq,['Football'],['Men'],2004-08-19,Switzerland,,Athlete,,,"Arabic, German",National: Radhi Shenaishil (IRQ)
1535776,JOSEF AL IMAM,Male,IRQ,Iraq,Iraq,['Football'],['Men'],2004-07-27,Sweden,,Athlete,,,"Arabic, Swedish",National: Radhi Shenaishil (IRQ)
1535804,MUNTADHER ABDULAMEER,Male,IRQ,Iraq,Iraq,['Football'],['Men'],2001-10-06,Iraq,,Athlete,,,Arabic,National: Radhi Shenaishil (IRQ)
1535805,MUNTADHER MOHAMMED,Male,IRQ,Iraq,Iraq,['Football'],['Men'],2001-06-05,Iraq,,Athlete,,Older brother Mustafa Mohammed (born 1988),"Arabic, Persian",National: Radhi Shenaishil (IRQ)
1535852,MAEDER Maximilian,Male,SGP,Singapore,Singapore,['Sailing'],"[""Men's Kite""]",2006-09-12,Singapore,Listening to music,Athlete,Home-schooled. British kiteboarder Jemima Crathorne has been his STEM tutor,"Father, Valentin is from Switzerland. Mother, Teng Hwee Keng is from Singapore. Two brothers","Chinese, English, German","Jonny Dolenc (CRO), father of Croatian sailor Martin Dolenc"
1535853,LO Ryan,Male,SGP,Singapore,Singapore,['Sailing'],"[""Men's Dinghy""]",1997-02-26,Singapore,,"Athlete, student",Erasmus University (NED),"Half-sister, Man Yi. Half-brother, Jun Hao",English,
1535854,SIM En Yi Letitia,Female,SGP,Singapore,Singapore,['Swimming'],"[""Women's 100m Breaststroke"", ""Women's 200m Breaststroke"", ""Women's 4 x 100m Medley Relay""]",2003-03-03,Singapore,,"Athlete, student","Studying Applied Exercise Science at University of Michigan (Ann Arbor, MI, USA)",,English,Personal: Gustavo Schirru (BRA).<br>National: Gary Tan (SGP)
1535856,TAN Jonathan Eu Jin,Male,SGP,Singapore,Singapore,['Swimming'],"[""Men's 100m Freestyle"", ""Men's 50m Freestyle""]",2002-03-11,Singapore,"Investing, photography","Athlete, student","Studying at Stanford University (CA, USA)",,"English, Mandarin",Club: Dan Schemmel (USA) - Stanford University.<br>National: Gary Tan (SGP)
1535858,PEREIRA Veronica Shanti,Female,SGP,Singapore,Singapore,['Athletics'],"[""Women's 100m"", ""Women's 200m""]",1996-09-20,Singapore,,Athlete,Graduated in 2021 with a degree in accounting from Singapore Management University (Singapore). She was on the Yip Pin Xiu Scholarship granted to her for her outstanding achievements in sports,"Father, Clarence. Mother, Bridget Jeet. Brother, Anand. Three sisters (Valeri, Shobi, Shobana)",English,Luis Cunha
1535910,ZAID TAHSEEN,Male,IRQ,Iraq,Iraq,['Football'],['Men'],2001-01-29,Iraq,,Athlete,,,Arabic,National: Radhi Shenaishil (IRQ)
1535913,HUSSEIN AMER,Male,IRQ,Iraq,Iraq,['Football'],['Men'],2002-04-28,Iraq,,,,,,
1535914,ANAK LISES Bertrand Rhodict,Male,MAS,Malaysia,Malaysia,['Diving'],"[""Men's 10m Platform""]",2005-05-28,Malaysia,,,,,English,
1535916,HUSSEIN LAWEND,Male,IRQ,Iraq,Iraq,['Football'],['Men'],2001-01-20,Iraq,,Athlete,,,Arabic,Club: Ahmed Salah (IRQ).<br>National: Radhi Shenaishil (IRQ)
1535918,WONG Guanjie Johnathan,Male,MAS,Malaysia,Malaysia,['Shooting'],['10m Air Pistol Men'],1992-08-23,Malaysia,"Outdoor activities, PC gaming, hunting for food",Shooting range manager,Graduated in 2019 with a Bachelor's degree in Engineering (Aerospace) from the University of Putra Malaysia (MAS),Three siblings,"English, Malay, Mandarin",National: Mohd Firdaus Abdul Rahim (MAS)
1535925,MOHAMAD ZUBIR Nur Aisyah,Female,MAS,Malaysia,Malaysia,['Cycling Road'],"[""Women's Road Race""]",1997-10-04,Malaysia,,Athlete,,,Malay,
1535926,MOHAMAD LATIF Nur Shazrin,Female,MAS,Malaysia,Malaysia,['Sailing'],"[""Women's Dinghy""]",1998-02-02,Malaysia,,Athlete,,"Sister, Syahirah","English, Malay",Club: Mohd Hafizi Roslee (MAS)
1535927,ALI JASIM,Male,IRQ,Iraq,Iraq,['Football'],['Men'],2004-01-20,Iraq,,Athlete,,"Brother, Abbas Jasim (born 1999). Father deceased",Arabic,National: Radhi Shenaishil (IRQ)
1535928,KARRAR SAAD,Male,IRQ,Iraq,Iraq,['Football'],['Men'],2001-03-22,Iraq,,Athlete,,,Arabic,National: Radhi Shenaishil (IRQ)
1535929,KARRAR MOHAMMED,Male,IRQ,Iraq,Iraq,['Football'],['Men'],2001-01-06,Iraq,,Athlete,,,Arabic,National: Radhi Shenaishil (IRQ)
1535930,NIHAD MOHAMMED,Male,IRQ,Iraq,Iraq,['Football'],['Men'],2001-01-14,Iraq,,Athlete,,,Arabic,National: Radhi Shenaishil (IRQ)
1535959,DOUA Camil,Male,MTN,Mauritania,Mauritania,['Swimming'],"[""Men's 50m Freestyle""]",2002-02-23,France,,Athlete,,Father is from Mauritania,"Arabic, French","Personal: Gregory Mallet (FRA) - two-time Olympic silver medallist (2008, 2012)"
1535993,CHEW Caroline,Female,SGP,Singapore,Singapore,['Equestrian'],['Dressage Individual'],1992-04-18,Singapore,"Reading, baking, cooking","Athlete, lawyer",Law at University of Bristol (GBR),"Father, Tony. Mother, Melanie. Older sister, Catherine","English, Mandarin",Matthew Frost (GBR)
1536032,HERNANDEZ FLORES Margarita,Female,MEX,Mexico,Mexico,['Athletics'],"[""Women's Marathon""]",1985-12-03,Mexico,,"Athlete, administrator, assistant coach",Pursuing a Master’s degree in Applied Sciences from Anahuac University (MEX).</p><p>Graduated with a Master’s degree in Organisational Management from the Autonomous University of the State of Mexico (MEX).</p><p>Graduated with a Law degree from the Autonomous University of the State of Mexico (MEX),"Husband, Hugo (deceased in 2021). Son, Maximo (born 2013)",Spanish,Personal: Rafael Martinez (MEX)
1536045,SALIMI Arian,Male,IRI,IR Iran,Islamic Republic of Iran,['Taekwondo'],['Men +80kg'],2003-12-16,IR Iran,,Athlete,,,Farsi,National: Majid Aflaki
1536058,BARKHORDARI Mehran,Male,IRI,IR Iran,Islamic Republic of Iran,['Taekwondo'],['Men -80kg'],2000-07-26,IR Iran,,Athlete,,,Farsi,
1536064,NEMATZADEH Mobina,Female,IRI,IR Iran,Islamic Republic of Iran,['Taekwondo'],['Women -49kg'],2005-05-17,IR Iran,,,,,Farsi,National: Minoo Maddah (IRI)
1536067,KIYANICHANDEH Nahid,Female,IRI,IR Iran,Islamic Republic of Iran,['Taekwondo'],['Women -57kg'],1998-08-01,IR Iran,,Athlete,,,"English, Persian",National: Minoo Maddah (IRI)
1536157,MPALI Adam,Male,GAB,Gabon,Gabon,['Swimming'],"[""Men's 50m Freestyle""]",2002-05-29,,,,,,French,
1536175,AMISON Naima-Zahra,Female,DJI,Djibouti,Djibouti,['Swimming'],"[""Women's 50m Freestyle""]",2003-10-10,,,Athlete,,,,
1536184,STREHLKE DELGADO Paulo,Male,MEX,Mexico,Mexico,['Marathon Swimming'],"[""Men's 10km""]",2006-01-10,Mexico,,,,,Spanish,Personal: Joel Rodriguez
1536190,SANDOVAL AYALA Martha,Female,MEX,Mexico,Mexico,['Marathon Swimming'],"[""Women's 10km""]",1998-08-14,,,,"Studying for a Masters degree at Cetys University (MEX), on hold until after Paris 2024","Father, Juan Jose Sandoval. Mother, Martha Ayala. Sisters, Christbelen and Aide",Spanish,Club: Paulo Salas (MEX)
1536196,ESTUDILLO TORRES Alejandra,Female,MEX,Mexico,Mexico,['Diving'],"[""Women's 3m Springboard""]",2005-05-20,Mexico,,,,,Spanish,
1536197,CELAYA HERNANDEZ Juan Manuel,Male,MEX,Mexico,Mexico,['Diving'],"[""Men's Synchronised 3m Springboard""]",1998-09-01,Mexico,,Athlete,"Studied Civil Engineering at Louisiana State University (Baton Rouge, LA, USA)",,"English, Spanish",
1536198,VAZQUEZ MONTANO Aranza,Female,MEX,Mexico,Mexico,['Diving'],"[""Women's 3m Springboard""]",2002-08-21,Mexico,,Student,Studying Exercise Science at the University of North Carolina at Chapel Hill (USA),"Father, Juan Vazquez. Mother, Monica Montano. Younger brother, Rodolfo","English, Spanish",
1536207,ALIPOUR SHENAZANDIFARD Reza,Male,IRI,IR Iran,Islamic Republic of Iran,['Sport Climbing'],"[""Men's Speed""]",1994-04-29,IR Iran,,Athlete,,,"English, Farsi",
1536214,ALAMIAN Nima,Male,IRI,IR Iran,Islamic Republic of Iran,['Table Tennis'],"[""Men's Singles""]",1992-12-24,IR Iran,,Athlete,,"Father, Rahmat. Brother, Noshad","English, Farsi",Club: Fabrice Coutolleau (FRA).<br>National: Jamil Lotfollah Nasab (IRI)
1536215,ALAMIYAN Noshad,Male,IRI,IR Iran,Islamic Republic of Iran,['Table Tennis'],"[""Men's Singles""]",1991-11-21,IR Iran,,,,"Father, Rahmat. Brother, Nima","English, Farsi",Club: Sebastien Douaran (FRA).<br>National: Jamil Lotfollahnasabi (IRI)
1536233,YASEEN Taha Hussein,Male,IRQ,Iraq,Iraq,['Athletics'],"[""Men's 100m""]",1998-01-01,Iraq,"Swimming, football",Athlete,,,,Personal: Khazal Jabbar (IRQ)
1536251,MAAN Tulika,Female,IND,India,India,['Judo'],['Women +78 kg'],1998-09-09,India,"Anime, cooking","Athlete, student",DDU Gorakhpur University (IND),"Partner, Divyanshu Puri. Mother, Amrita Singh. Sister, Vanshika","English, Hindi, Punjabi",Yashpal Solanki (IND)
1536341,ANCER Abraham,Male,MEX,Mexico,Mexico,['Golf'],"[""Men's Individual Stroke Play""]",1991-02-27,United States,"Collecting putters, hunting, football, sport shooting, watching F1, barbecuing, cars",,"Attended Odessa College in the United States of America before transferring to the University of Oklahoma (Norman, OK) to pursue a degree in multidisciplinary studies","Father, Abraham, Sr (deceased)",English,
1536368,SHARMA Shubhankar,Male,IND,India,India,['Golf'],"[""Men's Individual Stroke Play""]",1996-07-21,India,,,,,English,
1536371,BHULLAR Gaganjeet,Male,IND,India,India,['Golf'],"[""Men's Individual Stroke Play""]",1988-04-27,India,,,,,English,
1536372,GIRMA Ermias,Male,ETH,Ethiopia,Ethiopia,['Athletics'],"[""Men's 1500m""]",2005-01-20,Ethiopia,Enjoys watching football and supports English Premier League team Manchester United,Athlete,,"Father, Girma Shire. Mother, Shitu Borga. The eighth of nine children with two living brothers and four living sisters, having lost two brothers","Amharic, Gurage",Personal: Hluf Yihdego (ETH)
1536460,ROJAS Carlos,Male,MEX,Mexico,Mexico,['Archery'],"[""Men's Individual"", ""Men's Team""]",2000-01-14,,,"Athlete, student",Studies Genomics at the National Autonomous University of Mexico,,"German, Spanish",National: David Alejandro Velez Sanchez (MEX)
1536467,MARTINEZ WING Bruno,Male,MEX,Mexico,Mexico,['Archery'],"[""Men's Individual"", ""Men's Team""]",1998-03-08,,Watching movies,Athlete,,"Partner, Karla. One son (born October 2022)",Spanish,National: David Alejandro Velez Sanchez (MEX)
1536479,VAZQUEZ Ana,Female,MEX,Mexico,Mexico,['Archery'],"[""Women's Individual"", ""Women's Team""]",2000-10-05,Mexico,,"Athlete, sport soldier","Studies Biomedical Engineering at the Autonomous University of Nuevo Leon (San Nicolas de los Garza, MEX)","Partner, Jorge Nevarez. Father, Hugo Vázquez Saucedo. Mother, Laura Olivia Flores Santos. Brothers, Emilio (twin) and Diego Antonio","English, Spanish",National: Miguel Angel Flores (MEX).<br>Personal: Eduardo Magana (MEX)
1536494,RIVERA Edgar,Male,MEX,Mexico,Mexico,['Athletics'],"[""Men's High Jump""]",1991-02-13,Mexico,,Athlete,"Graduated with a Master’s Engineering degree in Quality Systems and Productivity (2014) from the Tecnologico de Monterrey (MEX).</p><p>Graduated with a degree in Industrial Engineering (2013) from the University of Arizona, Tucson, AZ (USA)","Father, Luis Alberto. Mother, Alejandra. Has three brothers","English, Spanish",Personal: Julio Prado (CUB)
1536495,TAMAYO-GARZA Cecilia,Female,MEX,Mexico,Mexico,['Athletics'],"[""Women's 100m"", ""Women's 200m""]",1997-03-04,Mexico,,Athlete,"Graduated in 2022 with a Bachelor's degree in Computer and Systems Engineering from the University of Houston (TX, USA)",,"English, Spanish",Personal: Carl Lewis (USA) - nine-time Olympic champion
1536496,ALEMU Habitam,Female,ETH,Ethiopia,Ethiopia,['Athletics'],"[""Women's 800m""]",1997-07-09,Ethiopia,"Watching action and animation movies. ""I used to enjoy painting but now I've stopped and started doing handicrafts using thread instead."" (Athlete, 5 Jun 2024)",Athlete,,"Husband, Muluken Fikire. Father, Alemu Bayh (deceased). Mother, Yitaish Tazebew. The third born of eight children. Has three sisters and four brothers",Amharic,"Personal:  Muluken Fikire (ETH), her husband.<br>Personal: Hluf Yihdego (ETH), fellow athlete Gudaf Tsegay's husband"
1536497,MESELE Worknesh,Female,ETH,Ethiopia,Ethiopia,['Athletics'],"[""Women's 800m""]",2001-06-11,Ethiopia,"br>During her free time she visits Hawassa to spend time with her family and husband, and also attends church",Athlete,,"Married. Father, Mesele Andeno. Mother, Almaz Abache. The sixth of nine children, has six sisters and two brothers","Amharic, Sidaama","Personal: Hluf Yihdego (ETH), fellow athlete Gudaf Tsegay's husband"
1536498,DUGUMA Tsige,Female,ETH,Ethiopia,Ethiopia,['Athletics'],"[""Women's 800m""]",2001-02-23,Ethiopia,,Athlete,,"Father, Duguma Gemechu. Mother, Meta Muleta. Youngest of seven children, has five sisters and one brother","Amharic, Gumuz",Personal: Alemu Wakjira (ETH)
1536522,ASHOK Aditi,Female,IND,India,India,['Golf'],"[""Women's Individual Stroke Play""]",1998-03-29,India,"Reading, collecting lapel pins",,,"Father, Ashok Gudlamani, caddied for her at the 2016 Olympic Games in Rio de Janeiro. Mother, Maheshwari, performed the same role at Tokyo 2020",English,
1536523,DAGAR Diksha,Female,IND,India,India,['Golf'],"[""Women's Individual Stroke Play""]",2000-12-14,India,,,,"Father, Narinder Dagar. Brother, Yogesh",English,
1536568,FAYISA Abdisa,Male,ETH,Ethiopia,Ethiopia,['Athletics'],"[""Men's 1500m""]",2005-04-24,Ethiopia,Watching movies,Athlete,,"Father, Fayisa Gutema. Mother, Sintayehu Bikila. The second of eight children, has three brothers and four sisters","Amharic, Oromo",Personal: Nigatu Worku (ETH)
1536585,GUERRERO Ilse,Female,MEX,Mexico,Mexico,['Athletics'],"[""Women's 20km Race Walk""]",1993-03-24,Mexico,,Athlete,,"Daughters, Dana and Fernanda. Mother, Ofelia",Spanish,Personal: Felipe Mendez (MEX)
1536599,CHAMA Noel,Male,MEX,Mexico,Mexico,['Athletics'],"[""Men's 20km Race Walk""]",1997-09-15,Mexico,,Athlete,"Studies Sports and Wellness online at Anahuac University, State of Mexico (MEX)",,Spanish,Personal: Jose Juan Sanchez (MEX)
1536600,ORTIZ Ricardo,Male,MEX,Mexico,Mexico,['Athletics'],"[""Men's 20km Race Walk""]",1995-02-07,Mexico,,Athlete,"Graduated in 2023 with a Bachelor's degree in Physical Education and Sports Methodology from Diaz Miron Institute (Xalapa, MEX)","Father, Genaro. Mother, Gema. Youngest of five siblings",Spanish,"Personal: Alfonso Ortiz (MEX), his brother"
1536624,SHAHSAVARI Neda,Female,IRI,IR Iran,Islamic Republic of Iran,['Table Tennis'],"[""Women's Singles""]",1986-09-21,IR Iran,,Athlete,,,,
1536632,FALLAH Mobina,Female,IRI,IR Iran,Islamic Republic of Iran,['Archery'],"[""Women's Individual""]",1999-08-13,,,Athlete,,,Persian,
1536648,LOH Kean Yew,Male,SGP,Singapore,Singapore,['Badminton'],"[""Men's Singles""]",1997-06-26,Malaysia,"Shrimping, fishing",Athlete,"Studied at Republic Polytechnic (Woodlands, SGP)",Youngest of four siblings (four boys),"English, Malay, Mandarin",National: Kelvin Ho (SGP)
1536649,HEE Yong Kai Terry,Male,SGP,Singapore,Singapore,['Badminton'],['Mixed Doubles'],1995-07-06,Singapore,,,,"Wife, Jessica Tan (married October 2021)","English, Malay, Mandarin",
1536650,TAN Wei Han Jessica,Female,SGP,Singapore,Singapore,['Badminton'],['Mixed Doubles'],1993-07-16,Singapore,,Athlete,,"Husband, Terry Yong Kai Hee (married October 2021). Father, Richard. Mother, Joyce. Two older sisters","English, Mandarin",
1536651,YEO Jia Min,Female,SGP,Singapore,Singapore,['Badminton'],"[""Women's Singles""]",1999-02-01,Singapore,Singing,Athlete,,,"English, Mandarin",National: Kelvin Ho (SGP)
1536669,LABIB Ali,Male,IRI,IR Iran,Islamic Republic of Iran,['Cycling Road'],"[""Men's Road Race""]",2002-09-21,IR Iran,,Athlete,,,Persian,
1536683,FASIHI Farzaneh,Female,IRI,IR Iran,Islamic Republic of Iran,['Athletics'],"[""Women's 100m""]",1993-01-03,IR Iran,"Shopping, travelling, watching films",Athlete,"Studied Physical Education at the University of Isfahan (Darvazeh Shiraz, IRI)","Husband, Amir Hosseini",Persian,Personal: Amir Hosseini (IRI) - husband
1536701,TAFTIAN Hassan,Male,IRI,IR Iran,Islamic Republic of Iran,['Athletics'],"[""Men's 100m""]",1993-05-04,IR Iran,,Athlete,"Sports Management - University of Tehran, Islamic Republic of Iran",,"English, Farsi, French",Personal: Guy Ontanon (FRA)
1536721,PANWAR Balraj,Male,IND,India,India,['Rowing'],"[""Men's Single Sculls""]",1999-07-26,India,,Serves in the Army,,"Father, Randhir (deceased). Mother, Kamala",Hindi,National: Ismail Baig (IND)
1536885,RICKETTS Shanieka,Female,JAM,Jamaica,Jamaica,['Athletics'],"[""Women's Triple Jump""]",1992-02-02,Jamaica,"Music, modelling, sports, films",Athlete,"Graduated in 2014 with a Bachelor's degree in Economics from San Diego State University, CA (USA)","Husband, Kerry-Lee","English, Spanish",Personal: Kerry-Lee Ricketts - her husband
1536925,HARRIS Naquille,Male,SKN,St Kitts and Nevis,Saint Kitts and Nevis,['Athletics'],"[""Men's 100m""]",2002-05-16,United States,,"Athlete, student","Interdisciplinary Studies at University of Cincinnati, OH (USA)","Father, Steve. Mother, Denise. Sister, Nakela",English,
1536961,DAVOUDI Ali,Male,IRI,IR Iran,Islamic Republic of Iran,['Weightlifting'],"[""Men's +102kg""]",1999-03-22,IR Iran,,Athlete,,,Farsi,National: Navab Nassirshalal (IRI)
1536971,JAVADI ALIABADI Mir Mostafa,Male,IRI,IR Iran,Islamic Republic of Iran,['Weightlifting'],"[""Men's 89kg""]",2000-06-22,,,Athlete,,,Persian,
1536983,WELTEJI Diribe,Female,ETH,Ethiopia,Ethiopia,['Athletics'],"[""Women's 1500m""]",2002-05-13,Ethiopia,Visiting her family and listening to spiritual songs,Athlete,,"Father, Welteji Kejelcha. Mother, Jorge Wordofa. The fifth born of seven children, has two sisters and four brothers","Amharic, Oromo","Personal: Hussein Shibo, Isa Shibo (ETH)"
1536990,HAYLOM Birke,Female,ETH,Ethiopia,Ethiopia,['Athletics'],"[""Women's 1500m""]",2006-01-06,Ethiopia,,Athlete,,,Tigrinya,"Personal: Hluf Yihdego (ETH), fellow athlete Gudaf Tsegay's husband"
1536992,HAILU Freweyni,Female,ETH,Ethiopia,Ethiopia,['Athletics'],"[""Women's 5000m""]",2001-02-12,Ethiopia,,Athlete,,"Husband, Tsegaye Gebremichael. Father, Hailu Gebregziabher. Mother, Tsige Desta. The seventh of nine children, she has three brothers and five sisters","Amharic, Tigrinya","Personal: Tsegaye Gebremichael (ETH), her husband"
